addrtype,location,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,seriousinjuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,speeding,st_colcode,st_coldesc,crosswalkkey,hitparkedcar,state,latitude,longitude
Block,26TH AVE E BETWEEN BOYER AVE E AND E NEWTON ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2006-12-07T00:00:00.000Z,12/7/2006,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.635908906439646,-122.29947268423828
Intersection,MAYNARD AVE S AND S DEARBORN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-04-10T00:00:00.000Z,4/10/2006 8:38:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.595835342589986,-122.32506845117202
Intersection,SAND POINT WAY NE AND NE 106TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-10-06T00:00:00.000Z,10/6/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.70507904273176,-122.27831258289964
Block,6TH AVE BETWEEN BELL ST AND BATTERY ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-07-19T00:00:00.000Z,7/19/2006 8:49:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.617080824580604,-122.34286408573686
Intersection,BOREN AVE AND PIKE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-07-20T00:00:00.000Z,7/20/2006 9:45:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61346582031274,-122.328913101671
Intersection,CALIFORNIA AVE SW AND SW BEVERIDGE PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-11-03T00:00:00.000Z,11/3/2006,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54532546984792,-122.38721010333704
Intersection,EVANSTON AVE N AND N 102ND ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-12T00:00:00.000Z,5/12/2006 6:54:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.702895299782426,-122.35087226521235
Block,12TH AVE NE BETWEEN NE 63RD ST AND NE 64TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-06-21T00:00:00.000Z,6/21/2006 6:08:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67456686735353,-122.31565782575588
Intersection,7TH AVE NE AND NE 40TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-01-03T00:00:00.000Z,1/3/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65589325279186,-122.3208541451558
Intersection,DEARBORN OFF RP AND S DEARBORN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-02-22T00:00:00.000Z,2/22/2006 10:54:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.595831546540964,-122.32137099496687
Intersection,2ND AVE AND PIKE ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2006-05-26T00:00:00.000Z,5/26/2006 9:59:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60928514308913,-122.33890369362145
Block,N 38TH ST BETWEEN FREMONT WAY N AND FREMONT TURN RD,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2006-10-23T00:00:00.000Z,10/23/2006 5:13:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65259365382372,-122.34814300462332
Intersection,CORSON AVE S AND S MICHIGAN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-06-20T00:00:00.000Z,6/20/2006 9:43:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54750295452257,-122.32143892866449
Block,WINONA AVE N BETWEEN AURORA AVE N AND STONE AVE N,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-27T00:00:00.000Z,9/27/2006 4:58:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.68315822020728,-122.34360126285841
Block,SW GRAHAM ST BETWEEN LANHAM PL SW AND 34TH AVE SW,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-12-27T00:00:00.000Z,12/27/2006 4:55:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54662662642273,-122.37413127650488
Block,HIGHLAND PARK WAY SW BETWEEN 2ND AVE SW AND WEST MARGINAL WAY SW,3,Fatality Collision,Cycles,2,0,1,1,0,0,1,2006-03-17T00:00:00.000Z,3/17/2006 1:01:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.54021972719402,-122.33963325771212
Intersection,LEARY WAY NW AND NW 39TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-04-18T00:00:00.000Z,4/18/2006 8:12:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65414586409272,-122.3600631614177
Block,NE 45TH ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-04-26T00:00:00.000Z,4/26/2006 9:21:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66126567422878,-122.31256350599028
Block,SEAVIEW AVE NW BETWEEN NW 61ST ST AND NW 67TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-11T00:00:00.000Z,9/11/2006 8:30:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67489630560241,-122.40636222592737
Intersection,MONTLAKE BLVD NE AND NE PACIFIC PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-06T00:00:00.000Z,5/6/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65108342030089,-122.30390735977595
Block,MONTLAKE BLVD E BETWEEN E SHELBY ST AND MONTLAKE BR,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-17T00:00:00.000Z,3/17/2006 8:30:00 AM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Overcast,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.646606232744645,-122.30461234735965
Intersection,BURKE GILMAN TRL AND NW 41ST ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-09T00:00:00.000Z,3/9/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65693097354106,-122.36393774664083
Intersection,15TH AVE E AND E JOHN SR ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-01-13T00:00:00.000Z,1/13/2006 1:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61966388466756,-122.31272223965405
Intersection,2ND AVE AND SENECA ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-09T00:00:00.000Z,9/9/2006,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60658579056506,-122.33643418779378
Intersection,SUMMIT AVE E AND E OLIVE WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-11-08T00:00:00.000Z,11/8/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6188959963902,-122.32528836091299
Block,N 34TH ST BETWEEN WOODLAND PARK AVE N AND STONE WAY N,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-02-28T00:00:00.000Z,2/28/2006 5:04:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.64863709622514,-122.34341043180699
Intersection,18TH AVE NW AND NW 77TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-19T00:00:00.000Z,9/19/2006 3:00:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.68503109653723,-122.38000754065523
Block,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-07T00:00:00.000Z,9/7/2006,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61037733880475,-122.34695317506771
Block,23RD AVE W BETWEEN W EMERSON PL AND W ELMORE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-06-30T00:00:00.000Z,6/30/2006 11:28:00 AM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65683263216111,-122.38593598846147
Intersection,8TH AVE AND PIKE ST,2b,Serious Injury Collision,Cycles,2,1,1,0,2,1,0,2006-06-30T00:00:00.000Z,6/30/2006 8:12:00 AM,At Intersection (intersection related),64.0,PEDALCYCLIST STRUCK PEDESTRIAN,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61207057268588,-122.33224408437614
Intersection,16TH AVE AND E PINE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-16T00:00:00.000Z,5/16/2006 7:18:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.615277671467894,-122.31146185183015
Intersection,5TH AVE AND JAMES ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-25T00:00:00.000Z,9/25/2006 9:20:00 AM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60369751609122,-122.32918704325728
Intersection,MCGILVRA BLVD E AND E GALER ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-08-27T00:00:00.000Z,8/27/2006 5:28:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.632162701213176,-122.2813107349003
Block,E MADISON ST BETWEEN 15TH AVE AND 16TH AVE,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2006-01-18T00:00:00.000Z,1/18/2006 7:48:00 AM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Wet,Dawn,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61477105823665,-122.31211719681299
Intersection,GILMAN AVE W AND W EMERSON PL,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2006-02-06T00:00:00.000Z,2/6/2006,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65587141117039,-122.38647924631675
Block,WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2006-05-18T00:00:00.000Z,5/18/2006 5:36:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.645029689803174,-122.347300705301
Block,WEST GREEN LAKE WAY N BETWEEN GREEN LAKE TURN RD AND N 63RD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-16T00:00:00.000Z,5/16/2006 5:06:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67152758285863,-122.34368645665613
Block,FAUNTLEROY WAY SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-07-22T00:00:00.000Z,7/22/2006 2:25:00 PM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.538821858166884,-122.39109185855794
Block,NE 45TH ST BETWEEN NE 45TH ST RP AND MONTLAKE BLVD NE,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-05-14T00:00:00.000Z,5/14/2006 2:40:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66122236783272,-122.29886205122929
Intersection,1ST AVE AND WARREN PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-15T00:00:00.000Z,3/15/2006 4:40:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Unknown,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61788948020937,-122.35415335423576
Block,EASTLAKE AVE E BETWEEN E BOSTON ST AND E LYNN ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-06-05T00:00:00.000Z,6/5/2006,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.638985673814446,-122.32589341174405
Intersection,CORLISS AVE N AND N 61ST ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-14T00:00:00.000Z,3/14/2006 4:50:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.672893375962154,-122.33089370419151
Intersection,16TH AVE S AND S JACKSON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-07-14T00:00:00.000Z,7/14/2006 7:40:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59922459598135,-122.31157742314562
Intersection,BURKE AVE N AND N 45TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-05-31T00:00:00.000Z,5/31/2006 6:05:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.661385847630655,-122.33507243541548
Intersection,UNIVERSITY WAY NE AND NE 50TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-08-27T00:00:00.000Z,8/27/2006 3:18:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.664900723928135,-122.3130741604038
Intersection,UNIVERSITY WAY NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-12-09T00:00:00.000Z,12/9/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.653399440542536,-122.31333457571537
Intersection,E ALDER ST AND E SPRUCE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-30T00:00:00.000Z,9/30/2006 5:46:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60387892764266,-122.28636320661555
Block,NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST,1,Property Damage Only Collision,Cycles,4,0,1,1,0,0,0,2006-04-26T00:00:00.000Z,4/26/2006 3:04:00 PM,Mid-Block (but intersection related),55.0,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.668651405633405,-122.39368163124784
Intersection,5TH AVE S AND S HENDERSON ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-10-25T00:00:00.000Z,10/25/2006 1:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.523081350872395,-122.32825499709644
Intersection,16TH AVE NE AND NE 50TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-27T00:00:00.000Z,3/27/2006 7:49:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6648842324076,-122.31080203668735
Block,NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2006-06-20T00:00:00.000Z,6/20/2006 12:22:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.66135727672546,-122.32775751125796
Block,BOREN AVE BETWEEN MADISON ST AND SPRING ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-03-17T00:00:00.000Z,3/17/2006 4:05:00 PM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",Y,1,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.609693728948955,-122.32546429621496
Block,S NORMAN ST BETWEEN 28TH AVE S AND 29TH AVE S,2,Injury Collision,Cycles,5,0,1,1,2,0,0,2006-05-30T00:00:00.000Z,5/30/2006 6:44:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.593317179772846,-122.29602945312577
Block,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-04-20T00:00:00.000Z,4/20/2006 8:51:00 PM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62648210322236,-122.33912756652096
Block,BROOKLYN AVE NE BETWEEN NE 50TH ST AND NE 52ND ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-11-22T00:00:00.000Z,11/22/2006 9:15:00 AM,Mid-Block (not related to intersection),22.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, RIGHT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.665674583571366,-122.31419835906792
Intersection,UNIVERSITY WAY NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-02-02T00:00:00.000Z,2/2/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.653399440542536,-122.31333457571537
Block,S JACKSON ST BETWEEN 20TH PL S AND 22ND AVE S,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2006-09-05T00:00:00.000Z,9/5/2006,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59927028422801,-122.30394362370821
Intersection,BROAD ST AND DENNY WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-09-05T00:00:00.000Z,9/5/2006,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.618581919331426,-122.35035531469565
Block,LAKESIDE AVE S BETWEEN S KING ST AND S LANE ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-06-11T00:00:00.000Z,6/11/2006 9:08:00 AM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.5972586591141,-122.28720950781485
Intersection,SAND POINT WAY NE AND NE 123RD ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2006-11-25T00:00:00.000Z,11/25/2006 5:30:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights Off,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.717369015962156,-122.28390740330299
Block,25TH AVE NE BETWEEN NE 44TH ST AND NE 47TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2006-10-10T00:00:00.000Z,10/10/2006 1:02:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66188693033185,-122.30090615743002
Intersection,DENNY WAY AND TERRY AVE,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2006-10-23T00:00:00.000Z,10/23/2006 6:07:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dusk,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61852689284808,-122.33715073001076
Block,EASTLAKE AVE E BETWEEN HARVARD AVE E AND FUHRMAN AVE E,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2006-09-12T00:00:00.000Z,9/12/2006 4:51:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65104751116883,-122.32168580219019
Block,EASTLAKE AVE E BETWEEN E HOWE ST AND E NEWTON ST,2,Injury Collision,Cycles,3,0,1,1,2,0,0,2006-08-24T00:00:00.000Z,8/24/2006 8:36:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.63631850995383,-122.32574173733272
