addrtype,location,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,seriousinjuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,speeding,st_colcode,st_coldesc,crosswalkkey,hitparkedcar,state,latitude,longitude
Intersection,12TH AVE AND E MADISON ST,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2016-04-29T00:00:00.000Z,4/29/2016 3:12:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61288923577013,-122.31673339075188
Block,E YESLER WAY BETWEEN 21ST AVE AND 22ND AVE,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2016-04-20T00:00:00.000Z,4/20/2016 5:23:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60167042342905,-122.3043935088355
Intersection,BOREN AVE AND OLIVE WAY,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-06-10T00:00:00.000Z,6/10/2016 11:18:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,523742,N,Washington,47.615449718161365,-122.33072969571377
Intersection,38TH AVE NE AND NE 62ND ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-12T00:00:00.000Z,6/12/2016 11:26:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.67397385338943,-122.28691723368715
Block,AIRPORT WAY S BETWEEN S HOMER ST AND S DORIS ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-04-20T00:00:00.000Z,4/20/2016 10:30:00 AM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.55043293542366,-122.31808493744387
Intersection,NE RAVENNA BV OFF RP AND NE RAVENNA EB BV,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-09T00:00:00.000Z,6/9/2016 8:41:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.673363821506726,-122.3200590638503
Intersection,RAINIER AVE S AND S DEARBORN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-03T00:00:00.000Z,6/3/2016 5:45:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,522981,N,Washington,47.59587388136241,-122.31152960288618
Intersection,1ST AVE AND PIKE ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-06-08T00:00:00.000Z,6/8/2016 7:22:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60882096003468,-122.34001342746024
Intersection,11TH AVE AND E PINE ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-06-07T00:00:00.000Z,6/7/2016 3:13:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61525439144628,-122.31815943391057
Intersection,MELROSE AVE AND E DENNY WAY,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2016-06-05T00:00:00.000Z,6/5/2016 1:10:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61849674070191,-122.32785352358368
Block,PHINNEY AVE N BETWEEN N 44TH ST AND N 45TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-10T00:00:00.000Z,6/10/2016 10:45:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.660810108443386,-122.3543761042861
Intersection,31ST AVE AND E YESLER WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-03T00:00:00.000Z,6/3/2016 1:30:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60164758389983,-122.29251724788912
Block,N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,2,Injury Collision,Cycles,4,0,1,2,1,0,0,2016-05-21T00:00:00.000Z,5/21/2016 7:16:00 PM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.70505030742682,-122.34401368803657
Block,N 85TH ST BETWEEN STONE W AVE N AND STONE E AVE N,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-08T00:00:00.000Z,6/8/2016 9:06:00 AM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.69054007549268,-122.3415639344496
Block,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2016-05-25T00:00:00.000Z,5/25/2016 4:15:00 AM,Mid-Block (not related to intersection),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61581794679922,-122.32080786644516
Block,DEXTER AVE N BETWEEN GALER ST AND GARFIELD S ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-20T00:00:00.000Z,5/20/2016 5:29:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.63264823377836,-122.34228187849388
Block,10TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-18T00:00:00.000Z,5/18/2016 9:00:00 AM,Mid-Block (not related to intersection),15.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62957867771242,-122.32021085320507
Intersection,NICKERSON ST AND WESTLAKE AVE N,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-06-03T00:00:00.000Z,6/3/2016 6:30:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.64614702733244,-122.34974101029732
Intersection,BURKE GILMAN TRL AND NE 70TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-04T00:00:00.000Z,6/4/2016 9:00:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,524581,N,Washington,47.67937219886514,-122.2653146199442
Intersection,ALOHA ST AND FAIRVIEW AVE N,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-25T00:00:00.000Z,5/25/2016 1:04:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,522174,N,Washington,47.62722134764161,-122.3327990330862
Intersection,2ND AV ET S AND S JACKSON ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-26T00:00:00.000Z,5/26/2016 2:28:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59919793134753,-122.32967854209484
Intersection,BROADWAY CT AND E UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-05T00:00:00.000Z,5/5/2016 7:36:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,522254,N,Washington,47.61294298268962,-122.31985698439985
Intersection,7TH AVE AND UNION ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-25T00:00:00.000Z,5/25/2016 1:12:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,522050,N,Washington,47.610614154037115,-122.33244672351381
Intersection,17TH AVE NW AND SHILSHOLE AVE NW,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-07T00:00:00.000Z,6/7/2016 5:10:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6623896548719,-122.37889419934376
Block,LAKE CITY WAY NE BETWEEN NE 120TH ST AND 30TH S AVE NE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-20T00:00:00.000Z,6/20/2016 11:58:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.71624443526184,-122.29702788618273
Intersection,3RD AVE N AND ALOHA ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-06-29T00:00:00.000Z,6/29/2016 9:23:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.62717376529978,-122.35146656472126
Intersection,LAKE CITY WAY NE AND NE 98TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-05-11T00:00:00.000Z,5/11/2016 8:45:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.70027141131878,-122.30331816454269
Intersection,TERRACE ST AND YESLER WAY,2,Injury Collision,Left Turn,5,0,1,1,1,0,0,2016-05-03T00:00:00.000Z,5/3/2016 6:01:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,28,From opposite direction - one left turn - one straight,0,N,Washington,47.60172128515565,-122.32902105160194
Block,S HOLGATE ST BETWEEN 5TH AVE S AND 6TH AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-01T00:00:00.000Z,6/1/2016 8:08:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.58617509891343,-122.32675966683695
Intersection,ELLIOTT AVE W AND W PROSPECT ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-31T00:00:00.000Z,5/31/2016 8:12:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.628588921290465,-122.37100295008169
Block,ROOSEVELT WAY NE BETWEEN NE 86TH ST AND NE 88TH ST,2,Injury Collision,Cycles,2,0,1,1,2,0,0,2016-06-29T00:00:00.000Z,6/29/2016 4:38:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.691733620653245,-122.3176096589641
Intersection,40TH AVE NE AND BURKE GILMAN TRL,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-05-18T00:00:00.000Z,5/18/2016 12:41:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,521972,N,Washington,47.667308443602295,-122.28480764283495
Intersection,14TH AVE S AND DALLAS AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-18T00:00:00.000Z,5/18/2016 5:06:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.52736999713381,-122.31491769602924
Block,25TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2016-04-29T00:00:00.000Z,4/29/2016 11:25:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.71659636207404,-122.30181927770596
Block,6TH AVE NE BETWEEN NE NORTHLAKE WAY AND NE 40TH ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2016-06-02T00:00:00.000Z,6/2/2016 7:06:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.654996261500365,-122.32270532703545
Block,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-04-26T00:00:00.000Z,4/26/2016 7:50:00 AM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.613341769941634,-122.33852199683822
Block,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,2,Injury Collision,Cycles,0,0,1,2,1,0,0,2016-05-06T00:00:00.000Z,5/6/2016 8:12:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.6293040134432,-122.34230734794379
Intersection,WHITMAN AVE N AND N 43RD ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-23T00:00:00.000Z,5/23/2016 5:43:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,Y,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.659578790361344,-122.34563400364956
Intersection,STONE WAY N AND N 49TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-14T00:00:00.000Z,5/14/2016 11:30:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.66428986783398,-122.34068746740265
Block,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-02T00:00:00.000Z,6/2/2016 9:00:00 AM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.663994887860014,-122.31308797808485
Block,STEWART ST BETWEEN 3RD AVE AND 4TH AVE,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-08T00:00:00.000Z,6/8/2016 2:19:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61196047070777,-122.339163494797
Block,50TH AVE S BETWEEN S OREGON ST AND S SNOQUALMIE ST,2,Injury Collision,Cycles,3,1,1,1,2,0,0,2016-06-24T00:00:00.000Z,6/24/2016 12:54:00 PM,Mid-Block (not related to intersection),64.0,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,0,N,Washington,47.56235207636532,-122.27071556030506
Block,S OTHELLO ST BETWEEN 38TH AVE S AND 39TH AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-20T00:00:00.000Z,6/20/2016 9:02:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Dusk,,Y,45,Vehicle - Pedalcyclist,0,N,Washington,47.537040132708384,-122.28405373521551
Block,FAUNTLEROY WAY SW BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2016-07-31T00:00:00.000Z,7/31/2016 4:39:00 AM,Mid-Block (but intersection related),66.0,PEDALCYCLIST STRUCK OBJECT IN ROAD,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.54474640996582,-122.38795461334922
Block,12TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2016-07-11T00:00:00.000Z,7/11/2016 7:15:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.61701502704043,-122.3168820632538
Intersection,2ND AVE AND UNION ST,2,Injury Collision,Cycles,2,1,1,0,2,0,0,2016-07-11T00:00:00.000Z,7/11/2016 5:16:00 PM,At Intersection (intersection related),64.0,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,45,Vehicle - Pedalcyclist,520997,N,Washington,47.60829216502846,-122.3379953590227
Block,8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-07-06T00:00:00.000Z,7/6/2016 4:13:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.615335961221525,-122.33594377166435
Block,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-07-19T00:00:00.000Z,7/19/2016 11:56:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.602910782607104,-122.33460675752414
Intersection,M L KING JR WAY AND E PIKE ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2016-08-11T00:00:00.000Z,8/11/2016 10:24:00 AM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.614119049775326,-122.29618208162765
Intersection,BURKE GILMAN TRL AND NW 41ST ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-07-30T00:00:00.000Z,7/30/2016 9:47:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,525277,N,Washington,47.65693097354106,-122.36393774664083
Intersection,12TH AVE AND E FIR ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-07-26T00:00:00.000Z,7/26/2016 4:27:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60268590720001,-122.31678180366168
Block,5TH AVE NE BETWEEN NE 106TH ST AND NE NORTHGATE WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-07-08T00:00:00.000Z,7/8/2016 2:51:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.70744140923946,-122.32324196804451
Block,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-08-12T00:00:00.000Z,8/12/2016 2:45:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.59874765731711,-122.33288401697071
Intersection,STONE WAY N AND N 36TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-28T00:00:00.000Z,6/28/2016 5:45:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.650533523230685,-122.34267836132469
Intersection,MERIDIAN AVE N AND N 50TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-07-26T00:00:00.000Z,7/26/2016 5:21:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,523355,N,Washington,47.665035720770476,-122.33371870103828
Block,LAKE CITY WAY NE BETWEEN NE 89TH ST AND NE 90TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-08-07T00:00:00.000Z,8/7/2016 12:51:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.69347500854904,-122.30547684336919
Intersection,6TH AVE AND JAMES ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-07-09T00:00:00.000Z,7/9/2016 10:48:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.60416123456064,-122.3280785780535
Intersection,STONE WAY N AND N 35TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-19T00:00:00.000Z,5/19/2016 9:40:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Raining,Wet,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.64941986653472,-122.34273258653992
Block,FAUNTLEROY WAY SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-05-29T00:00:00.000Z,5/29/2016 1:47:00 PM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.538821858166884,-122.39109185855794
Block,STONE WAY N BETWEEN N 36TH ST AND N 38TH ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-05T00:00:00.000Z,5/5/2016 5:51:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.65161865080639,-122.34262691436464
Block,SEWARD PARK AVE S BETWEEN S HENDERSON ST AND S FISHER PL,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-04T00:00:00.000Z,5/4/2016 6:09:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.52241002084324,-122.26449648881204
Intersection,14TH AVE AND E PINE ST,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-05-27T00:00:00.000Z,5/27/2016 10:09:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Dark - Street Lights On,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.615282002819185,-122.31424237484352
Intersection,14TH AVE NE AND NE 75TH ST,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2016-04-28T00:00:00.000Z,4/28/2016 5:18:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.68305941125106,-122.31317139080723
Block,PHINNEY AVE N BETWEEN N 44TH ST AND N 45TH ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-05-21T00:00:00.000Z,5/21/2016 7:41:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,,,45,Vehicle - Pedalcyclist,0,N,Washington,47.660810108443386,-122.3543761042861
